##役職,,名前,,写真,,所屁E,専門,,mail,,homepage,
Core member,,Misako Takayasu Professor,,takayasu.png,,Department of Computer Science, School of Computing, Institute of Science Tokyo,,Theme: Social Econophysics, Bigdata Science,,takayasu_at_comp.isct.ac.jp
Core member,,Hideki Takayasu Specially Appointed Professor,,takayasu_hideki.jpg,,School of Computing, Institute of Science Tokyo,,Theme: Econophysics, Multivariate analysis,,
Core member,,Yamashita Rios de Sousa, Arthur Matsuo Specially Appointed Assistant Professor,,arthurmatsuo_2023.jpeg,,School of Computing, Institute of Science Tokyo,,Theme: Applied Mathematics, Data Science, Econophysics,,
Core member,,Takuya Kageyama Research Staff,,kageyama.jpg,,School of Computing, Institute of Science Tokyo,,Theme: community ecology, system biology, bioinformatics,,
Core member,,Jiang Jiwei Research Staff,,jiangjiwei.jpg,,School of Computing, Institute of Science Tokyo,,Theme: Sociophysics, Econophysics,,
Visiting member,,Eduardo Viegas Specially Appointed Associate Professor,,Eduardo_Viegas.jpg,,School of Computing, Institute of Science Tokyo (Imperial College London),,Theme: Financial Risk Management of Complex Systems,,
Visiting member,,Kenta Yamada Science Tokyo Research Fellow,,KentaYamada_2023.jpg,,School of Computing, Institute of Science Tokyo (University of the Ryukyus),,Theme: Socio- & Econo-Physics,,
Visiting member,,Suguru Yamanaka Science Tokyo Research Fellow,,yamanaka.jpg,,School of Computing, Institute of Science Tokyo (Aoyama Gakuin University),,Theme: Mathematical Engineering, Finance,,
Visiting member,,Yohei Shida Science Tokyo Research Fellow,,shida_new.jpg,,School of Computing, Institute of Science Tokyo (University of Tsukuba),,Theme: Sociophysics, Econophysics, Data science,,
Visiting member,,Hajime Koike Science Tokyo Research Fellow,,machida.gif,,School of Computing, Institute of Science Tokyo (Kyoto University),,Theme: Econophysics, Nonlinear physics,,
Visiting member,,Rie Maskawa Science Tokyo Research Fellow,,maskawa.jpg,,School of Computing, Institute of Science Tokyo (Nagoya University),,Theme: Mathematical ecology, Data Science,,maskawa_at_i.nagoya-u.ac.jp
